Pedido_ID;Data_Pedido;Cliente_ID;Cidade;UF;Regiao;Categoria_Produto;Produto;Quantidade;Valor_Unitario_R$;Valor_Total_R$;Canal_Marketing;Desconto_%;Frete_R$;Status_Pedido;Avaliacao_1a5;Tempo_Entrega_Dias;Reclamacao
PED-0168;27/03/2024;CLI-8857;João Pessoa;AL;Nordeste;Moda;Relógio;3;616,28;1848,84;Instagram Ads;20;6,54;Entregue;3;7;Não
PED-0169;25/12/2024;CLI-1136;São Paulo;MG;Sudeste;Casa;Almofada;1;3300,57;3300,57;Google Ads;15;45,26;Processando;;;
PED-0170;23/05/2023;CLI-8694;Uberlândia;DF;Centro-Oeste;Esportes;Haltere;4;2464,14;9856,56;E-mail Marketing;15;21,19;Cancelado;;;
PED-0171;30/05/2023;CLI-8089;Joinville;SC;Sul;Esportes;Tênis Corrida;5;1940,01;9700,05;E-mail Marketing;20;36,19;Entregue;5;20;Não
PED-0172;05/04/2024;CLI-8245;Maceió;PB;Nordeste;Alimentos;Cesta Orgânica;1;1508,41;1508,41;Influenciador;10;39,03;Devolvido;;6;
PED-0173;21/10/2023;CLI-6220;Londrina;TO;Norte;Esportes;Haltere;1;2921,41;2921,41;Influenciador;10;30,69;Devolvido;;2;
PED-0174;23/06/2024;CLI-7712;Belo Horizonte;SE;Nordeste;Esportes;Tênis Corrida;5;2020,49;10102,45;Google Ads;0;27,97;Entregue;3;25;Sim
PED-0175;11/03/2024;CLI-9949;Sorocaba;DF;Centro-Oeste;Alimentos;Vinho;5;1048,64;5243,20;TikTok Ads;0;25,81;Entregue;2;10;Sim
PED-0176;22/07/2023;CLI-2514;Porto Velho;PR;Sul;Livros;Técnico;1;2250,16;2250,16;Facebook Ads;0;30,60;Processando;;;
PED-0177;11/07/2024;CLI-9421;Goiânia;RN;Nordeste;Livros;HQ/Mangá;2;1601,35;3202,70;YouTube Ads;10;37,37;Devolvido;;25;
PED-0178;11/05/2024;CLI-9684;Aparecida de Goiânia;RO;Norte;Eletrônicos;Smartphone;5;3277,54;16387,70;Instagram Ads;5;10,17;Cancelado;;;
PED-0179;13/05/2023;CLI-2686;Curitiba;RO;Norte;Casa;Organizador;2;3489,41;6978,82;Google Ads;15;44,10;Cancelado;;;
PED-0180;09/10/2024;CLI-5809;São Paulo;PB;Nordeste;Casa;Luminária;1;2977,76;2977,76;Facebook Ads;5;15,97;Devolvido;;13;
PED-0181;08/04/2024;CLI-6783;Santos;AM;Norte;Moda;Calça Jeans;5;681,12;3405,60;Influenciador;10;2,18;Processando;;;
PED-0182;10/08/2023;CLI-7592;Campinas;DF;Centro-Oeste;Livros;Autoajuda;4;3286,96;13147,84;Influenciador;30;23,71;Processando;;;
PED-0183;10/05/2024;CLI-9074;Porto Velho;AM;Norte;Casa;Vaso Decorativo;4;1270,68;5082,72;Orgânico;5;15,56;Entregue;1;2;Sim
PED-0184;24/02/2024;CLI-1577;Rio de Janeiro;TO;Norte;Esportes;Bola;5;3407,22;17036,10;E-mail Marketing;25;20,35;Em Transporte;;;
PED-0185;06/02/2023;CLI-7711;Porto Velho;TO;Norte;Alimentos;Café Especial;1;2964,18;2964,18;Google Ads;0;4,60;Devolvido;;9;
PED-0186;10/01/2024;CLI-2856;Ribeirão Preto;RS;Sul;Beleza;Maquiagem;4;1612,70;6450,80;Facebook Ads;0;5,29;Entregue;4;2;Não
PED-0187;25/08/2023;CLI-1098;São José dos Campos;MT;Centro-Oeste;Brinquedos;Boneca;4;167,84;671,36;Facebook Ads;5;41,94;Cancelado;;;
PED-0188;12/01/2024;CLI-6776;Recife;RJ;Sudeste;Livros;Romance;2;3431,11;6862,22;Instagram Ads;5;32,29;Devolvido;;14;
PED-0189;08/12/2023;CLI-1700;Feira de Santana;AC;Norte;Moda;Bolsa;1;2854,41;2854,41;Influenciador;25;28,45;Cancelado;;;
PED-0190;05/09/2024;CLI-1607;Natal;MT;Centro-Oeste;Brinquedos;Quebra-Cabeça;5;971,89;4859,45;Facebook Ads;15;31,52;Cancelado;;;
PED-0191;16/03/2023;CLI-3872;São Paulo;AL;Nordeste;Esportes;Haltere;1;1115,68;1115,68;Instagram Ads;15;11,07;Devolvido;;11;
PED-0192;20/03/2024;CLI-9302;Cuiabá;SC;Sul;Alimentos;Vinho;4;2875,32;11501,28;Orgânico;15;38,78;Entregue;2;15;Sim
PED-0193;22/09/2024;CLI-2590;Fortaleza;PB;Nordeste;Esportes;Haltere;4;391,49;1565,96;Influenciador;0;8,23;Cancelado;;;
PED-0194;26/09/2023;CLI-1614;Natal;PE;Nordeste;Beleza;Maquiagem;3;2245,76;6737,28;YouTube Ads;25;46,59;Processando;;;
PED-0195;16/05/2023;CLI-6630;Teresina;AP;Norte;Beleza;Hidratante;1;1004,50;1004,50;TikTok Ads;0;47,31;Devolvido;;18;
PED-0196;19/03/2023;CLI-5666;Campinas;RN;Nordeste;Beleza;Shampoo;3;2905,32;8715,96;YouTube Ads;15;22,12;Cancelado;;;
PED-0197;03/01/2023;CLI-6574;Teresina;PR;Sul;Alimentos;Cesta Orgânica;3;2807,41;8422,23;Influenciador;10;4,09;Processando;;;
PED-0198;03/03/2024;CLI-8862;São José dos Campos;BA;Nordeste;Beleza;Protetor Solar;2;3229,51;6459,02;YouTube Ads;15;36,37;Em Transporte;;;
PED-0199;10/10/2024;CLI-4321;Joinville;RO;Norte;Esportes;Bola;3;2211,00;6633,00;YouTube Ads;0;39,34;Cancelado;;;
PED-0200;07/05/2024;CLI-4814;Belém;BA;Nordeste;Beleza;Protetor Solar;1;703,10;703,10;Facebook Ads;15;9,11;Entregue;2;18;Não
PED-0201;03/11/2024;CLI-4983;João Pessoa;SC;Sul;Eletrônicos;Notebook;4;641,57;2566,28;Influenciador;25;7,75;Cancelado;;;
PED-0202;04/06/2023;CLI-3099;João Pessoa;BA;Nordeste;Beleza;Hidratante;4;1614,85;6459,40;Influenciador;5;42,47;Entregue;5;5;Não
PED-0203;24/11/2024;CLI-1416;Joinville;MS;Centro-Oeste;Moda;Bolsa;2;277,47;554,94;Facebook Ads;25;1,28;Entregue;2;10;Não
PED-0204;14/07/2023;CLI-7994;Salvador;DF;Centro-Oeste;Alimentos;Café Especial;5;506,32;2531,60;Facebook Ads;20;39,75;Devolvido;;23;
PED-0205;02/01/2024;CLI-9588;Natal;RJ;Sudeste;Brinquedos;Jogo de Tabuleiro;3;2768,62;8305,86;Instagram Ads;0;40,02;Processando;;;
PED-0206;04/08/2023;CLI-2776;São Luís;PE;Nordeste;Alimentos;Chocolate;3;1310,87;3932,61;E-mail Marketing;0;11,39;Cancelado;;;
PED-0207;13/06/2024;CLI-7870;Goiânia;MG;Sudeste;Livros;Romance;2;2938,95;5877,90;Influenciador;0;44,45;Cancelado;;;
PED-0208;22/07/2024;CLI-7243;Salvador;AM;Norte;Eletrônicos;Smartphone;4;2320,74;9282,96;Instagram Ads;0;0,06;Cancelado;;;
PED-0209;27/11/2024;CLI-3699;Curitiba;RN;Nordeste;Beleza;Shampoo;4;2436,58;9746,32;Google Ads;30;9,68;Entregue;2;12;Não
PED-0210;13/12/2024;CLI-7423;Fortaleza;GO;Centro-Oeste;Casa;Luminária;4;456,78;1827,12;Orgânico;0;7,72;Processando;;;
PED-0211;29/08/2024;CLI-9486;Feira de Santana;RJ;Sudeste;Beleza;Maquiagem;2;383,61;767,22;YouTube Ads;0;32,87;Cancelado;;;
PED-0212;10/05/2023;CLI-3479;Guarulhos;AM;Norte;Casa;Quadro;3;329,20;987,60;Influenciador;5;22,98;Devolvido;;12;
PED-0213;24/11/2024;CLI-6884;Aparecida de Goiânia;TO;Norte;Casa;Organizador;2;2649,31;5298,62;Orgânico;5;15,87;Cancelado;;;
PED-0214;12/12/2024;CLI-8282;Aracaju;RJ;Sudeste;Livros;HQ/Mangá;4;618,29;2473,16;Instagram Ads;25;32,93;Processando;;;
PED-0215;13/04/2024;CLI-6372;Belém;PE;Nordeste;Casa;Quadro;1;1566,56;1566,56;Instagram Ads;25;6,61;Cancelado;;;
PED-0216;10/07/2024;CLI-6857;Manaus;BA;Nordeste;Esportes;Tapete Yoga;1;1521,97;1521,97;YouTube Ads;5;2,61;Em Transporte;;;
PED-0217;21/07/2024;CLI-9454;São José dos Campos;MA;Nordeste;Alimentos;Café Especial;1;1829,78;1829,78;Instagram Ads;5;20,33;Cancelado;;;
PED-0218;15/09/2024;CLI-2296;João Pessoa;AC;Norte;Alimentos;Cesta Orgânica;5;2933,94;14669,70;Instagram Ads;20;44,58;Cancelado;;;
PED-0219;09/12/2023;CLI-7226;Porto Alegre;RJ;Sudeste;Brinquedos;Jogo de Tabuleiro;3;2064,43;6193,29;E-mail Marketing;15;5,78;Devolvido;;6;
PED-0220;27/04/2023;CLI-9369;Aracaju;SC;Sul;Moda;Tênis;3;2210,40;6631,20;E-mail Marketing;15;38,23;Processando;;;
PED-0221;01/11/2024;CLI-8395;Aracaju;TO;Norte;Beleza;Shampoo;3;1632,81;4898,43;E-mail Marketing;25;48,72;Processando;;;
PED-0222;25/06/2023;CLI-9091;Osasco;PA;Norte;Moda;Camiseta;2;369,81;739,62;YouTube Ads;25;37,99;Entregue;3;24;Sim
PED-0223;03/03/2024;CLI-6994;São Paulo;GO;Centro-Oeste;Brinquedos;Lego;5;1572,12;7860,60;Instagram Ads;15;2,13;Entregue;1;14;Não
PED-0224;21/12/2024;CLI-7422;Natal;RS;Sul;Livros;Técnico;1;1262,79;1262,79;Google Ads;5;42,95;Entregue;5;15;Não
PED-0225;06/06/2023;CLI-9822;Vitória;SC;Sul;Alimentos;Kit Fitness;5;2193,30;10966,50;Google Ads;20;38,76;Em Transporte;;;
PED-0226;09/06/2024;CLI-1248;Aracaju;RO;Norte;Beleza;Maquiagem;4;1170,58;4682,32;E-mail Marketing;5;14,63;Entregue;2;1;Não
PED-0227;11/01/2023;CLI-4703;Belo Horizonte;PI;Nordeste;Livros;Técnico;2;827,24;1654,48;Orgânico;10;37,95;Devolvido;;25;
PED-0228;31/08/2023;CLI-9216;Maringá;MT;Centro-Oeste;Alimentos;Café Especial;5;2146,62;10733,10;YouTube Ads;10;35,74;Devolvido;;11;
PED-0229;27/10/2023;CLI-9004;Londrina;GO;Centro-Oeste;Alimentos;Café Especial;1;2332,71;2332,71;Google Ads;15;43,79;Processando;;;
PED-0230;25/12/2024;CLI-1875;Brasília;PA;Norte;Beleza;Maquiagem;5;1748,42;8742,10;Facebook Ads;15;19,73;Entregue;2;11;Não
PED-0231;20/01/2023;CLI-1206;Cuiabá;TO;Norte;Esportes;Bola;2;2269,66;4539,32;Orgânico;15;49,06;Processando;;;
PED-0232;11/03/2023;CLI-6974;Campo Grande;AC;Norte;Moda;Bolsa;4;1036,34;4145,36;Influenciador;0;9,57;Cancelado;;;
PED-0233;07/10/2023;CLI-5167;Manaus;MT;Centro-Oeste;Beleza;Perfume;3;2755,65;8266,95;Facebook Ads;10;16,25;Entregue;2;22;Não
PED-0234;09/11/2024;CLI-5518;São Paulo;AC;Norte;Beleza;Shampoo;4;1238,39;4953,56;TikTok Ads;0;19,63;Devolvido;;14;
PED-0235;10/10/2023;CLI-4221;Rio de Janeiro;PA;Norte;Brinquedos;Boneca;5;1706,57;8532,85;Google Ads;5;23,83;Processando;;;
PED-0236;25/03/2024;CLI-4160;Porto Velho;CE;Nordeste;Moda;Relógio;3;1791,92;5375,76;YouTube Ads;30;45,11;Cancelado;;;
PED-0237;07/12/2023;CLI-6205;São José dos Campos;MA;Nordeste;Moda;Camiseta;4;1335,43;5341,72;YouTube Ads;10;32,49;Devolvido;;10;
PED-0238;02/07/2023;CLI-4040;Fortaleza;RJ;Sudeste;Moda;Tênis;2;356,88;713,76;Google Ads;30;2,30;Devolvido;;4;
PED-0239;13/10/2024;CLI-1734;Porto Alegre;RS;Sul;Eletrônicos;Notebook;2;1006,62;2013,24;Instagram Ads;20;2,03;Devolvido;;3;
PED-0240;16/07/2024;CLI-4733;Rio de Janeiro;ES;Sudeste;Alimentos;Chocolate;5;2041,67;10208,35;Facebook Ads;10;7,97;Cancelado;;;
PED-0241;13/02/2023;CLI-1900;Sorocaba;PE;Nordeste;Casa;Vaso Decorativo;5;739,92;3699,60;Facebook Ads;10;8,52;Cancelado;;;
PED-0242;18/04/2023;CLI-2597;Salvador;RS;Sul;Eletrônicos;Notebook;2;2991,72;5983,44;Facebook Ads;25;11,23;Cancelado;;;
PED-0243;11/12/2023;CLI-4456;Teresina;CE;Nordeste;Moda;Camiseta;3;1301,62;3904,86;Facebook Ads;0;30,57;Em Transporte;;;
PED-0244;06/05/2023;CLI-1713;São Luís;AL;Nordeste;Livros;Não-Ficção;4;86,35;345,40;Orgânico;15;36,52;Processando;;;
PED-0245;15/10/2024;CLI-5484;Teresina;SP;Sudeste;Eletrônicos;Fone Bluetooth;2;1793,31;3586,62;Google Ads;30;44,83;Cancelado;;;
PED-0246;03/01/2024;CLI-5476;Belo Horizonte;MT;Centro-Oeste;Livros;Técnico;5;1323,04;6615,20;Orgânico;15;15,82;Devolvido;;10;
PED-0247;05/02/2024;CLI-6982;Rio de Janeiro;PR;Sul;Casa;Almofada;1;2845,16;2845,16;E-mail Marketing;15;5,39;Entregue;4;5;Sim
PED-0248;11/06/2024;CLI-5881;Natal;PI;Nordeste;Beleza;Maquiagem;4;2648,78;10595,12;E-mail Marketing;0;49,79;Processando;;;
PED-0249;05/01/2023;CLI-9608;Curitiba;AL;Nordeste;Casa;Vaso Decorativo;2;829,73;1659,46;E-mail Marketing;10;7,09;Devolvido;;3;
PED-0250;30/08/2024;CLI-4989;Rio de Janeiro;AC;Norte;Casa;Luminária;4;2151,42;8605,68;TikTok Ads;15;22,28;Processando;;;
PED-0251;23/11/2023;CLI-9665;Belo Horizonte;AC;Norte;Moda;Bolsa;3;1078,48;3235,44;Facebook Ads;30;2,08;Devolvido;;6;
PED-0252;04/09/2023;CLI-1386;Feira de Santana;SE;Nordeste;Esportes;Garrafa Térmica;4;1537,56;6150,24;Facebook Ads;30;25,57;Em Transporte;;;
PED-0253;21/12/2023;CLI-9355;Natal;DF;Centro-Oeste;Esportes;Bola;4;1524,20;6096,80;Influenciador;0;12,27;Entregue;2;20;Não
PED-0254;09/09/2024;CLI-4529;Rio de Janeiro;MS;Centro-Oeste;Moda;Calça Jeans;4;240,21;960,84;Facebook Ads;0;46,49;Processando;;;
PED-0255;26/09/2023;CLI-5334;Santos;MT;Centro-Oeste;Casa;Organizador;5;1965,12;9825,60;TikTok Ads;20;6,73;Cancelado;;;
PED-0256;07/08/2023;CLI-1950;Teresina;AL;Nordeste;Alimentos;Chocolate;2;1226,80;2453,60;Instagram Ads;20;19,23;Entregue;1;7;Não
PED-0257;13/06/2023;CLI-5679;Curitiba;MS;Centro-Oeste;Esportes;Haltere;4;2178,32;8713,28;Influenciador;0;34,90;Cancelado;;;
PED-0258;12/12/2024;CLI-1100;Recife;CE;Nordeste;Eletrônicos;Tablet;2;1808,38;3616,76;Instagram Ads;0;47,31;Devolvido;;7;
PED-0259;01/10/2023;CLI-9104;São Paulo;AM;Norte;Alimentos;Kit Fitness;3;434,43;1303,29;E-mail Marketing;15;6,61;Em Transporte;;;
PED-0260;04/10/2024;CLI-7849;Campinas;AM;Norte;Brinquedos;Carrinho;1;1994,58;1994,58;E-mail Marketing;0;5,58;Entregue;1;4;Não
PED-0261;27/09/2024;CLI-5827;Ribeirão Preto;RJ;Sudeste;Eletrônicos;Fone Bluetooth;4;1663,01;6652,04;Influenciador;25;12,98;Processando;;;
PED-0262;02/03/2023;CLI-9161;Porto Velho;AM;Norte;Esportes;Bola;3;663,09;1989,27;Facebook Ads;0;20,88;Em Transporte;;;
PED-0263;12/08/2023;CLI-5481;Salvador;AM;Norte;Alimentos;Cesta Orgânica;2;767,99;1535,98;Facebook Ads;10;29,94;Em Transporte;;;
PED-0264;01/05/2024;CLI-4176;Niterói;AP;Norte;Brinquedos;Quebra-Cabeça;5;1035,45;5177,25;E-mail Marketing;20;27,12;Devolvido;;10;
PED-0265;27/10/2024;CLI-5401;São José dos Campos;MT;Centro-Oeste;Beleza;Perfume;2;949,15;1898,30;Facebook Ads;30;43,14;Cancelado;;;
PED-0266;26/09/2024;CLI-2755;Santos;MA;Nordeste;Brinquedos;Lego;3;1521,89;4565,67;Orgânico;0;47,97;Entregue;1;25;Não
PED-0267;26/08/2024;CLI-2287;Guarulhos;ES;Sudeste;Brinquedos;Lego;5;2231,09;11155,45;YouTube Ads;5;49,15;Em Transporte;;;
PED-0268;23/04/2023;CLI-7349;Maceió;AP;Norte;Livros;HQ/Mangá;4;2723,00;10892,00;Facebook Ads;20;23,10;Em Transporte;;;
PED-0269;25/12/2023;CLI-6363;Curitiba;ES;Sudeste;Alimentos;Kit Fitness;5;850,32;4251,60;Google Ads;0;48,44;Devolvido;;20;
PED-0270;29/11/2024;CLI-5625;Cuiabá;BA;Nordeste;Alimentos;Cesta Orgânica;2;1091,19;2182,38;E-mail Marketing;15;32,77;Entregue;1;10;Sim
PED-0271;25/06/2023;CLI-8371;Aparecida de Goiânia;AM;Norte;Eletrônicos;Notebook;4;2164,54;8658,16;YouTube Ads;15;44,00;Em Transporte;;;
PED-0272;03/06/2024;CLI-1377;Porto Velho;MG;Sudeste;Eletrônicos;Fone Bluetooth;4;851,24;3404,96;TikTok Ads;15;10,38;Cancelado;;;
PED-0273;07/10/2023;CLI-8658;Osasco;RS;Sul;Brinquedos;Carrinho;1;3089,31;3089,31;Influenciador;30;19,29;Devolvido;;16;
PED-0274;06/11/2024;CLI-1100;Rio de Janeiro;SP;Sudeste;Moda;Calça Jeans;5;87,33;436,65;Instagram Ads;15;9,80;Processando;;;
PED-0275;27/03/2023;CLI-1597;São Paulo;RN;Nordeste;Casa;Organizador;2;759,69;1519,38;E-mail Marketing;25;16,94;Processando;;;
PED-0276;21/10/2023;CLI-8330;São Paulo;CE;Nordeste;Moda;Bolsa;2;2332,25;4664,50;TikTok Ads;20;41,74;Cancelado;;;
PED-0277;11/03/2024;CLI-8571;Aparecida de Goiânia;PR;Sul;Moda;Tênis;4;1801,66;7206,64;Influenciador;30;13,42;Processando;;;
PED-0278;04/11/2023;CLI-6521;Belém;PE;Nordeste;Casa;Organizador;1;3118,10;3118,10;E-mail Marketing;10;48,10;Devolvido;;15;
PED-0279;14/06/2024;CLI-1684;Aparecida de Goiânia;BA;Nordeste;Casa;Vaso Decorativo;2;1279,56;2559,12;YouTube Ads;30;22,34;Processando;;;
PED-0280;11/06/2024;CLI-9247;Londrina;BA;Nordeste;Livros;HQ/Mangá;5;2999,49;14997,45;E-mail Marketing;30;15,14;Processando;;;
PED-0281;07/11/2024;CLI-7189;Maceió;RJ;Sudeste;Esportes;Bola;3;1115,67;3347,01;YouTube Ads;5;25,19;Processando;;;
PED-0282;10/08/2023;CLI-4923;Fortaleza;DF;Centro-Oeste;Esportes;Bola;2;2445,53;4891,06;TikTok Ads;0;23,68;Em Transporte;;;
PED-0283;21/10/2024;CLI-8974;Sorocaba;AP;Norte;Livros;Romance;4;270,94;1083,76;Google Ads;25;46,12;Cancelado;;;
PED-0284;02/09/2024;CLI-1731;Salvador;SP;Sudeste;Casa;Quadro;5;2206,66;11033,30;YouTube Ads;10;9,54;Em Transporte;;;
PED-0285;26/12/2024;CLI-1856;João Pessoa;AL;Nordeste;Esportes;Garrafa Térmica;5;1073,60;5368,00;Facebook Ads;25;47,62;Em Transporte;;;
PED-0286;21/08/2023;CLI-7677;Cuiabá;CE;Nordeste;Beleza;Shampoo;2;809,65;1619,30;Influenciador;30;15,95;Devolvido;;9;
PED-0287;28/10/2023;CLI-7061;Feira de Santana;CE;Nordeste;Livros;HQ/Mangá;3;612,67;1838,01;YouTube Ads;30;9,11;Cancelado;;;
PED-0288;29/08/2023;CLI-4567;Natal;MT;Centro-Oeste;Beleza;Perfume;2;2157,81;4315,62;Influenciador;0;28,90;Devolvido;;18;
PED-0289;29/04/2024;CLI-9581;Sorocaba;RR;Norte;Moda;Calça Jeans;5;1235,62;6178,10;Google Ads;10;33,91;Processando;;;
PED-0290;10/01/2024;CLI-5388;Campinas;DF;Centro-Oeste;Alimentos;Cesta Orgânica;3;3229,56;9688,68;Facebook Ads;10;8,56;Entregue;5;13;Não
PED-0291;09/04/2024;CLI-3957;Curitiba;PA;Norte;Casa;Organizador;4;3335,84;13343,36;Influenciador;30;26,86;Cancelado;;;
PED-0292;04/08/2023;CLI-5892;Sorocaba;MT;Centro-Oeste;Livros;Romance;5;3165,89;15829,45;TikTok Ads;0;1,93;Devolvido;;5;
PED-0293;01/03/2024;CLI-6352;Porto Alegre;PE;Nordeste;Esportes;Garrafa Térmica;1;1148,23;1148,23;TikTok Ads;20;15,03;Processando;;;
PED-0294;03/05/2023;CLI-1341;Aracaju;AP;Norte;Eletrônicos;Smart Watch;3;1466,57;4399,71;TikTok Ads;30;12,26;Em Transporte;;;
PED-0295;21/06/2023;CLI-7330;Vitória;MS;Centro-Oeste;Beleza;Hidratante;1;2937,28;2937,28;E-mail Marketing;0;44,49;Cancelado;;;
PED-0296;02/07/2023;CLI-5008;São Paulo;RO;Norte;Eletrônicos;Fone Bluetooth;1;1494,81;1494,81;TikTok Ads;20;7,20;Em Transporte;;;
PED-0297;31/10/2023;CLI-4818;Fortaleza;RJ;Sudeste;Esportes;Garrafa Térmica;3;2603,32;7809,96;YouTube Ads;15;45,04;Processando;;;
PED-0298;30/12/2024;CLI-9470;Fortaleza;PA;Norte;Esportes;Tênis Corrida;3;2896,48;8689,44;TikTok Ads;5;13,45;Em Transporte;;;
PED-0299;20/12/2024;CLI-2943;João Pessoa;DF;Centro-Oeste;Livros;HQ/Mangá;1;851,88;851,88;Facebook Ads;0;45,06;Devolvido;;6;
PED-0300;27/12/2023;CLI-6446;Natal;AM;Norte;Casa;Quadro;1;2366,45;2366,45;Orgânico;10;0,39;Cancelado;;;
PED-0301;06/08/2023;CLI-5527;Salvador;RS;Sul;Eletrônicos;Tablet;3;1451,11;4353,33;Orgânico;0;46,52;Entregue;1;10;Não
PED-0302;12/04/2024;CLI-7032;Campinas;ES;Sudeste;Livros;Romance;3;2248,59;6745,77;Orgânico;25;0,83;Devolvido;;17;
PED-0303;27/01/2023;CLI-9874;Guarulhos;AP;Norte;Casa;Organizador;4;3249,50;12998,00;Influenciador;10;36,96;Devolvido;;24;
PED-0304;07/06/2023;CLI-3862;Maringá;SP;Sudeste;Livros;Técnico;2;254,51;509,02;YouTube Ads;5;45,82;Em Transporte;;;
PED-0305;12/04/2023;CLI-5237;Juiz de Fora;PI;Nordeste;Brinquedos;Jogo de Tabuleiro;3;3312,25;9936,75;Influenciador;25;25,31;Entregue;2;18;Sim
PED-0306;13/05/2023;CLI-9627;Juiz de Fora;PI;Nordeste;Brinquedos;Jogo de Tabuleiro;4;3157,11;12628,44;Google Ads;20;38,66;Devolvido;;20;
PED-0307;11/05/2023;CLI-1829;Porto Alegre;PI;Nordeste;Beleza;Maquiagem;2;2682,37;5364,74;YouTube Ads;25;40,78;Devolvido;;25;
PED-0308;03/12/2023;CLI-7243;Osasco;PR;Sul;Beleza;Perfume;3;2213,93;6641,79;Orgânico;0;23,30;Cancelado;;;
PED-0309;20/04/2024;CLI-7245;Juiz de Fora;MT;Centro-Oeste;Moda;Relógio;5;42,22;211,10;TikTok Ads;20;5,99;Em Transporte;;;
PED-0310;27/01/2023;CLI-4478;Vitória;AL;Nordeste;Beleza;Protetor Solar;5;1441,88;7209,40;TikTok Ads;30;47,06;Processando;;;
PED-0311;06/10/2023;CLI-6081;Maringá;SP;Sudeste;Alimentos;Kit Fitness;1;442,48;442,48;E-mail Marketing;20;32,97;Processando;;;
PED-0312;07/10/2024;CLI-3746;Joinville;RO;Norte;Eletrônicos;Smartphone;4;2093,84;8375,36;Instagram Ads;0;29,99;Processando;;;
PED-0313;01/03/2023;CLI-3490;João Pessoa;MT;Centro-Oeste;Eletrônicos;Smart Watch;4;642,42;2569,68;TikTok Ads;15;13,15;Processando;;;
PED-0314;07/07/2024;CLI-2734;Aracaju;RJ;Sudeste;Livros;Romance;4;1694,14;6776,56;E-mail Marketing;15;2,59;Entregue;5;16;Não
PED-0315;23/06/2023;CLI-1292;Santos;ES;Sudeste;Esportes;Tênis Corrida;2;603,84;1207,68;Orgânico;25;9,76;Entregue;3;25;Não
PED-0316;14/04/2023;CLI-4436;Juiz de Fora;SC;Sul;Alimentos;Cesta Orgânica;3;345,35;1036,05;YouTube Ads;0;12,69;Processando;;;
PED-0317;27/12/2023;CLI-1128;Sorocaba;AP;Norte;Beleza;Shampoo;3;1177,10;3531,30;TikTok Ads;15;18,05;Devolvido;;3;
PED-0318;16/03/2024;CLI-3618;Natal;PE;Nordeste;Esportes;Tapete Yoga;5;1791,64;8958,20;E-mail Marketing;10;34,69;Cancelado;;;
PED-0319;20/10/2023;CLI-9945;Fortaleza;TO;Norte;Livros;Autoajuda;1;2958,42;2958,42;Instagram Ads;10;37,41;Processando;;;
PED-0320;25/11/2024;CLI-7419;Sorocaba;ES;Sudeste;Brinquedos;Quebra-Cabeça;4;109,09;436,36;TikTok Ads;0;32,77;Processando;;;
PED-0321;03/02/2023;CLI-5756;Aparecida de Goiânia;RJ;Sudeste;Eletrônicos;Notebook;2;582,46;1164,92;TikTok Ads;10;5,13;Cancelado;;;
PED-0322;23/10/2024;CLI-2691;Sorocaba;PB;Nordeste;Alimentos;Vinho;5;737,38;3686,90;TikTok Ads;30;33,21;Em Transporte;;;
PED-0323;13/08/2024;CLI-1310;Juiz de Fora;PI;Nordeste;Livros;Romance;5;1150,72;5753,60;Instagram Ads;15;2,14;Em Transporte;;;
PED-0324;01/06/2024;CLI-3829;Joinville;DF;Centro-Oeste;Moda;Tênis;3;535,00;1605,00;Instagram Ads;20;25,77;Devolvido;;2;
PED-0325;20/02/2024;CLI-6299;Sorocaba;SE;Nordeste;Eletrônicos;Notebook;3;944,19;2832,57;Influenciador;5;2,81;Processando;;;
PED-0326;24/06/2024;CLI-3030;João Pessoa;PE;Nordeste;Moda;Relógio;3;1045,52;3136,56;Google Ads;20;34,30;Entregue;5;17;Não
PED-0327;05/04/2023;CLI-8070;Ribeirão Preto;MS;Centro-Oeste;Eletrônicos;Fone Bluetooth;2;2697,92;5395,84;E-mail Marketing;20;49,65;Entregue;1;15;Não
PED-0328;02/04/2024;CLI-3453;Salvador;PE;Nordeste;Casa;Almofada;3;1573,27;4719,81;TikTok Ads;20;32,05;Cancelado;;;
PED-0329;16/10/2024;CLI-5145;São José dos Campos;AL;Nordeste;Alimentos;Chocolate;3;2939,06;8817,18;TikTok Ads;0;8,15;Cancelado;;;
PED-0330;26/01/2023;CLI-9006;Rio de Janeiro;CE;Nordeste;Alimentos;Cesta Orgânica;2;2668,07;5336,14;TikTok Ads;0;5,41;Processando;;;
PED-0331;10/01/2023;CLI-4849;São José dos Campos;AM;Norte;Esportes;Haltere;5;59,76;298,80;YouTube Ads;0;23,01;Processando;;;
PED-0332;28/05/2023;CLI-5785;Juiz de Fora;RR;Norte;Moda;Tênis;5;1035,49;5177,45;Facebook Ads;0;5,91;Cancelado;;;
PED-0333;01/08/2024;CLI-7772;Campo Grande;RS;Sul;Esportes;Tênis Corrida;5;2356,00;11780,00;YouTube Ads;0;29,98;Cancelado;;;
PED-0334;12/08/2024;CLI-7222;Florianópolis;GO;Centro-Oeste;Livros;Autoajuda;1;206,83;206,83;Google Ads;0;24,46;Cancelado;;;
PED-0335;16/02/2023;CLI-2509;Vitória;RS;Sul;Beleza;Maquiagem;5;1004,88;5024,40;Facebook Ads;15;28,08;Devolvido;;17;
PED-0336;20/08/2023;CLI-1420;São Paulo;RJ;Sudeste;Eletrônicos;Smart Watch;1;1586,38;1586,38;Instagram Ads;0;8,86;Processando;;;
